"Gene","uniprot_id","N_seq","Old_OP_S06_Pre","Old_OP_S11_Pre","Old_OP_S12_Pre","Old_OP_S17_Pre","Old_O_S05_Pre","Old_O_S06_Pre","Old_O_S07_Pre","Old_O_S10_Pre","Old_O_S16_Pre","Old_O_S17_Pre","Old_O_S24_Post","Old_O_S24_Pre","Old_O_S28_Pre","Old_O_S29_Pre","Old_O_S32_Pre","Old_O_S35_Pre","Old_OP_S06_Post","Old_OP_S11_Post","Old_OP_S12_Post","Old_OP_S17_Post","Old_O_S05_Post","Old_O_S06_Post","Old_O_S07_Post","Old_O_S10_Post","Old_O_S16_Post","Old_O_S17_Post","Old_O_S28_Post","Old_O_S29_Post","Old_O_S32_Post","Old_O_S35_Post","Young_YP_S14_Pre","Young_YP_S45_Pre","Young_YP_S56_Pre","Young_Y_S01_Pre","Young_Y_S05_Pre","Young_Y_S07_Pre","Young_Y_S10_Pre","Young_Y_S11_Pre","Young_Y_S16_Pre","Young_Y_S28_Pre","Young_Y_S30_Pre","Young_Y_S31_Pre","Young_Y_S32_Pre","Young_Y_S34_Pre","Young_Y_S35_Pre","Young_Y_S36_Pre","Young_Y_S40_Pre","Young_YP_S14_Post","Young_YP_S45_Post","Young_YP_S56_Post","Young_Y_S01_Post","Young_Y_S05_Post","Young_Y_S07_Post","Young_Y_S10_Post","Young_Y_S11_Post","Young_Y_S16_Post","Young_Y_S28_Post","Young_Y_S30_Post","Young_Y_S31_Post","Young_Y_S32_Post","Young_Y_S34_Post","Young_Y_S35_Post","Young_Y_S36_Post","Young_Y_S40_Post","Contaminant"
"SUCLA2","Q9P2R7","21",25842700,28548800,27702200,47460400,25377200,35513400,17902700,25838800,27115600,21081800,29764200,30760900,21538300,31362500,28472200,47651500,25021400,36663000,31392400,40193800,29528200,22621700,30426900,28902500,30656400,33744600,27075500,19666100,23263500,21971300,31331200,19348200,27598600,20268000,49946900,28466000,27173900,46115700,26037900,25365200,19894800,32308900,22467500,30674900,24631000,18680800,24822800,29609800,22548900,16957200,29216000,40405800,35516000,23182200,28070600,30206500,21286100,21549200,25313200,24744700,31840700,20514700,29378700,18102600,"-"
"SUCLG1","P53597","9",28023900,35509600,32924800,61662300,38325200,51292200,21233500,30801000,35757200,26894200,39219900,39474700,25437900,38375700,33895900,53362100,29446400,44003100,39054400,49455700,39800300,28333000,38531900,35461800,44994100,42834500,32277200,20446800,26494000,27021000,34926900,23129700,34691300,27721900,106966000,40824100,38022600,60748300,35264400,35264700,24715200,41278100,27433900,35279500,27158200,25633600,28221000,34299000,28238500,20407700,33614400,58558500,52827500,39117500,37489000,38899900,26856600,28883200,32671300,30714600,32800400,26529000,29111200,20190100,"-"
"SUCLG2","Q96I99","15",1270210,1641590,1379840,4624030,2014160,3796160,811387,1057080,2003680,1455620,2510060,3016610,1326290,2324200,1223610,3234060,979999,2243900,1495760,3952520,2360430,1625620,1699530,1198320,2524850,2092130,1842370,698129,1597690,1553700,1369600,1135530,1660440,1531520,1260830,2309850,1040440,2427850,2668410,1564440,1839100,3300040,2170320,1688710,2331210,934698,1833950,1367830,1125170,1117280,1562920,928158,1894970,1477260,1895830,2994360,1322390,2249220,2046880,1973700,1659020,1947400,912698,1496910,"-"
"SUGT1","Q9Y2Z0","8",NA,1623460,1285290,1648720,696110,1421020,1097290,958622,1286470,1473350,1291380,1427700,902713,1296580,1147860,1102960,979619,1593840,1083420,NA,1495770,1460650,1072470,994335,1094660,1431390,1101410,1373280,1323830,1366560,927827,NA,1341730,NA,NA,NA,NA,NA,998893,1074150,796308,1104180,NA,NA,1004470,876024,776940,1469440,NA,1225900,844568,971168,1227320,1008500,NA,NA,919515,1150090,1115210,959911,NA,1268800,NA,NA,"-"
"SULT1A1","P50225","2",146994,189429,115112,243208,189490,210868,130080,102325,150735,162155,123114,114552,149648,190625,146912,131494,147465,263096,133362,237411,114403,302515,158305,128066,60144.5,169218,112277,130121,122964,98761.9,89914.1,NA,146507,280847,NA,NA,NA,NA,129087,132396,73660.2,74788.5,132508,NA,130407,62511.8,151071,119781,NA,394913,79456,NA,NA,46651.8,186347,97307.3,84863.9,114393,153060,152100,34651.4,47708.6,77446.4,163409,"-"
"SUMO2","P61956","1",591796,515205,478598,304508,491172,281937,371990,161882,347129,390186,359310,449513,502719,343704,354407,403795,552841,345621,468798,464456,283943,595335,382775,417990,374755,351096,619942,618432,441133,324135,480507,NA,452170,400583,NA,238617,426870,385616,546693,263956,593435,298357,486052,419639,681673,266476,330154,468130,NA,512428,537118,NA,448270,353933,NA,397913,551889,565431,515624,371712,386807,424709,344560,506358,"-"
"SUN1","O94901","1",36702.7,NA,52389.9,25197.4,NA,NA,23475.1,NA,7449.3,19763.5,5518.91,31504.5,30997.4,20080.6,NA,NA,30938.7,12802.4,43686.3,NA,NA,19307.3,NA,24084.3,NA,21045.8,59985.8,NA,NA,21596.6,NA,46601.4,19427.8,58494.8,NA,NA,NA,NA,12750.9,18906.8,31870.7,NA,NA,NA,34037.2,59544.8,16330.9,NA,NA,NA,44655.1,NA,NA,NA,33641.3,NA,NA,NA,NA,NA,NA,7199.62,23990.5,NA,"-"
"SUOX","P51687","6",2357970,1733500,1931100,3279130,1221070,2041120,1377480,1476320,1978120,2519940,2775350,2173990,1880270,2141690,1966860,2947110,1629290,1785980,2166350,2820840,1812940,1106290,1375440,1174400,1761200,2373400,1718280,1814320,2106450,1412160,1142520,1317890,1496540,841495,1302950,952011,1048590,1465440,1634450,1300420,1665190,2094150,1535460,968832,1675620,1346320,1586650,1398770,876967,1132230,1738680,923427,1281640,1052030,1564410,1934480,1365300,1362320,1356840,1390940,1479620,1243640,1283600,983201,"-"
"SUPV3L1","Q8IYB8","2",NA,89607.1,70177.9,165512,NA,104531,58873.8,NA,90725.5,89743.8,112969,50775.4,75250.7,80063.5,101175,79281.7,70975.1,121947,108029,107875,122111,111087,80410.1,NA,71555,99580.9,86086,63009.6,53356.6,70270.9,NA,NA,73740.7,NA,NA,NA,NA,NA,NA,86838.5,NA,NA,NA,NA,NA,63641.4,NA,85441.3,NA,47927.7,NA,NA,NA,NA,301779,NA,NA,58112.1,NA,40073.1,NA,49240,NA,30515.2,"-"
"SURF1","Q15526","2",NA,459559,NA,NA,159418,NA,NA,NA,NA,NA,NA,333411,NA,347188,NA,306384,NA,367196,NA,NA,NA,NA,NA,303386,NA,NA,NA,251898,NA,NA,NA,NA,367344,NA,789824,642472,593246,646908,NA,NA,NA,NA,NA,NA,NA,NA,NA,275678,NA,NA,302356,790283,562637,696447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"SURF4","O15260","1",28093100,19803600,22518200,22857500,17506500,24473400,34002600,29460200,21561200,19154600,17631500,19216600,17046400,19791100,19968000,18632300,18246400,23427300,24917600,16652800,23750600,25214900,21062400,20309400,24722900,21997300,22664800,22147000,10735300,NA,23032600,31800000,30490700,32414500,30099700,10718400,25744400,28704300,29391000,NA,24454000,16064300,21910600,14748400,28189100,27145300,15706700,30131200,21029000,34224100,29342000,31813000,37615000,27169300,10192700,30918800,23880300,29912600,25359900,26718800,21765500,17522000,24121600,31789700,"-"
"SVIL","O95425","13",353090,204875,240656,NA,119617,NA,NA,NA,84960.2,108733,120050,210220,211740,167138,170530,122186,NA,232532,166016,156919,112820,122551,114906,154256,196853,67862.4,257661,NA,137476,171871,NA,212264,199479,448911,286992,NA,166987,NA,185173,409631,517166,148007,173546,NA,205695,243736,277626,NA,NA,121905,597742,713574,271072,219463,266214,260201,129049,407130,434105,166334,457968,107048,310078,718466,"-"
"SYNC","Q9H7C4","2",NA,NA,NA,NA,211124,NA,NA,NA,NA,NA,NA,NA,NA,NA,253546,152004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150632,230367,232554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"SYNCRIP","O60506","7",NA,512973,NA,NA,362374,436441,288470,396526,452701,427803,359692,259899,610614,413993,380309,346676,277556,520105,NA,348810,456188,505158,352696,295437,446195,410127,362657,292551,377537,601478,NA,NA,473704,370221,NA,361851,350146,465069,NA,367578,576620,NA,357199,NA,454278,303572,369121,480171,385685,515368,319355,469981,537751,467489,NA,384069,NA,451396,527294,422661,345432,524604,476800,459836,"-"
"SYNE2","Q8WXH0","8",267707,360735,353177,304717,577350,321349,339039,285829,235299,423250,175308,283050,271337,367904,295430,324229,161745,328084,304944,265279,286133,302162,226979,245692,140899,280536,269129,234332,365907,280653,222972,NA,344698,236972,NA,NA,269907,NA,238855,379705,282341,266781,192635,NA,198031,355248,148126,236995,205305,167170,NA,338015,533158,411202,144535,187830,NA,137304,NA,161991,169508,177765,200867,172137,"-"
"SYNGR2","O43760","2",1574580,1311840,1655560,744545,1306900,965011,2015910,1688370,1266780,879283,1101250,1293360,1396740,1517160,NA,1164530,1365790,1334120,1451810,347868,822204,913368,860590,1720520,694601,791396,978128,543274,1305540,1178140,2014050,1374930,1447030,NA,NA,NA,986038,NA,1927220,1334070,2303210,NA,1399670,NA,1345970,1555490,1607400,1075980,NA,1423030,NA,NA,NA,NA,1282070,1521340,1235050,1580090,930972,894222,1767970,NA,1434200,1476120,"-"
"SYNJ2","O15056","1",8323220,8133270,3499200,13034800,8048720,11606900,8987200,8525820,4197040,13992300,9548950,8911670,4536930,10986200,9312720,6184150,5606370,6204270,4905360,18283900,7299390,8334050,6968140,8793170,5145100,8806430,7595560,28187800,5222120,11636700,28057400,4342300,7205630,21847700,1497930,7506070,4300050,7662030,6144740,9392330,3284770,14088700,11307900,9893370,6032270,11822200,3268720,8239440,3644820,11265000,9474400,12654200,9534110,5219960,14120000,9524430,9613830,5836110,7268710,10859700,14738400,7130590,20164100,766968,"-"
"SYNJ2BP","P57105","6",1569780,1548000,1487670,2536260,1825970,2488350,1041780,2048730,2007770,1513120,1638680,1579240,1847520,2479920,1900810,2354450,1397340,2202670,1795550,2010050,2084710,1940850,2095930,1789680,1972240,2031000,1811190,1476480,2065200,1734390,1705770,1793410,1709220,1999330,2029650,2801810,1274830,1512390,1724140,2363760,2354460,2552430,1365630,1946880,2124720,1184940,2231190,2314770,1000560,1496150,2516160,1667190,1426510,1082450,1283210,1634260,1691910,2130210,1490690,1390710,2242730,1642190,1798200,1714520,"-"
"SYNM","O15061","36",6940250,2112580,2970720,2424470,1230160,1198860,1924600,1693710,737272,1305680,1467980,1727400,1889910,1592090,815071,1224060,1238320,1192810,2464990,2305170,1039340,1705230,1407080,2016450,684325,1277800,3686240,1291110,1703950,1235910,2900890,6013020,2828750,6438050,24817700,1160400,3822070,1753890,4064530,5430480,8001370,3926580,1872000,1603060,3613190,3301890,5214760,1577060,4336530,1423510,6652700,14038100,3669070,2178230,7145720,4189580,2563880,5030930,3902520,2255240,6996140,1697850,5408330,6405700,"-"
"SYNPO","Q8N3V7","8",1433010,648085,622310,852906,556346,601272,420748,846641,546004,625660,386909,384738,622292,695981,492141,605589,470609,942298,680600,698443,572203,491658,710418,478919,640275,508550,802396,538230,595951,463115,682934,1128850,420238,1047100,4408090,474587,1030280,NA,441135,822921,1136660,1004240,456498,NA,870165,664938,802855,383823,584086,220898,1087290,2398480,747198,541142,1615810,687269,500244,516173,NA,NA,922675,NA,770293,655942,"-"
"SYNPO2","Q9UMS6","25",16803600,11850800,6898420,6520080,6107360,7567030,9107420,10437600,7605700,7592540,4970440,3742900,12892800,10402500,6980600,4693540,5351080,14916800,8163440,8068860,7288790,11082800,10160400,6899760,8284050,5919830,11069000,7792040,8735820,9047620,13671300,20588700,8886840,20572900,70131500,14374700,16136900,8791730,10997800,18404100,19948000,15264700,11116200,8756280,14565500,15532700,15063300,8027930,19386600,8040510,18378200,33536600,26544100,20450900,23413500,10962800,9940670,12865800,16563300,8348950,22069400,10410200,17207200,33223300,"-"
"SYNPO2L","Q9H987","6",539275,116298,344249,296134,135481,33737.1,66007.8,180561,59702.8,91385.9,137310,65115.6,187750,191583,111760,83126.6,103716,148177,257165,194321,88501.8,253602,110896,81099.6,NA,96020.4,371628,134084,169078,88963.3,362089,826392,211747,409539,4755620,NA,729878,NA,319087,550182,622745,388763,124587,NA,355013,464528,566293,133719,334410,151947,618124,2429270,426264,325087,662670,287996,171747,307196,274171,138406,599541,153620,466502,639759,"-"
"SYPL1","Q16563","3",2008780,2524410,1917290,1937200,1182850,1628310,2409240,2764590,2906490,2556900,2380470,1540250,1906290,1941440,969554,1838140,2378160,1750420,2207620,1513420,1553590,1413870,1709480,2529920,2469400,1928150,1796160,1099860,2346970,1678680,2656530,2000490,2314770,2371550,2585120,1648290,2607180,3266530,2076460,2411690,2132410,1833920,2198460,2034720,1710780,2194810,2092220,2062150,1415320,1394830,1617630,1646060,1593810,1811480,1050100,1846120,3316140,1680710,2000520,1932840,1949290,1311340,1815440,1844860,"-"
"SYPL2","Q5VXT5","3",53290600,27974200,16728200,33834300,58883000,26851500,39293200,49306500,36698400,40597400,34094500,30872600,36880300,29716000,24721800,28441700,46834300,24726500,18111700,27111500,28143600,25390600,25206500,41215300,31076200,29186400,34827800,30614300,18285000,13511400,43590400,51194300,45654100,43367200,33569800,45382900,78533700,59425500,43679400,35537900,46338100,30014000,37152100,45567100,38233800,51974100,38227000,32737500,37753300,34847300,28739300,21544600,31646200,23540300,43728500,35589100,46621100,32868100,29466900,29128900,49476400,25270200,37912900,24724500,"-"
"SZRD1","Q7Z422","1",275039,159119,116116,192417,73127.2,201620,123079,253469,158738,257905,153615,137146,259998,145716,145930,224634,178429,205738,148775,155223,151171,150441,171443,151785,190325,205784,144638,218242,179664,182272,155757,143098,151369,145871,NA,NA,NA,NA,188247,179984,177768,221675,94893.5,NA,145696,98086.9,156180,120149,62967.6,138953,180924,NA,NA,NA,240925,147476,140922,138348,108006,79854.8,135873,124907,231256,128261,"-"
"TACC1","O75410","1",NA,77652,NA,NA,278712,106295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142615,NA,116348,NA,NA,NA,90268.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112406,NA,NA,NA,NA,NA,NA,97577.3,NA,136216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"TACC2","O95359","10",214130,341181,299669,337124,595875,375799,366948,264327,320585,353536,301473,262486,373487,349746,251752,256363,NA,335994,210655,285164,396866,333896,222341,286478,367189,349716,273004,170563,356867,308592,215347,184969,365755,171615,NA,NA,178114,NA,294977,313193,413291,252087,217705,184600,186687,173975,276447,325895,NA,474318,251841,NA,NA,202835,NA,296271,246419,290103,229752,256908,521739,224302,201439,219582,"-"
"TACO1","Q9BSH4","4",749713,796558,698065,1575520,904100,1181860,478306,541066,925688,704195,375193,427859,585930,1136310,1088580,1414300,563005,1196350,1197130,1282600,830594,782330,1068630,845510,945342,1158620,670936,532041,696290,748128,479097,NA,779508,481552,NA,425244,407742,881252,597098,615300,472336,581514,598000,580577,630399,NA,513764,836879,425708,542095,461585,NA,159809,280230,NA,728388,427816,597000,494457,587603,481348,552837,496822,475629,"-"
"TAGLN","Q01995","13",5673750,2645840,3418760,6333020,2743980,4537310,1574890,2270680,2873320,1978420,4962860,5236830,4358180,4310740,2100050,1930370,4183780,11983500,3377240,8723180,NA,8619450,1303880,11292300,2139580,1132260,4996890,3622110,30330400,2958050,4494970,4813810,4141030,3742490,4208290,2465920,2861140,4778210,2826010,3148080,2630050,5218840,1077360,2545020,8683680,NA,3457750,5377800,2881520,2302300,4190500,3111110,11846800,9192000,2381190,2577940,2105590,2844330,2330380,1275270,5125320,3058780,2836250,9579060,"-"
"TAGLN2","P37802","10",1557560,1090810,1022710,1325000,1012880,1299240,633654,815035,998086,947650,1306760,1273800,1187070,1101340,1441510,934681,1565670,1782680,1166050,1104040,888856,2174560,1051220,1203220,1256530,1193180,1493190,1107670,1495630,1161160,768897,772555,1105760,1146370,NA,772375,945858,1003040,852999,881410,674428,1037070,761440,897207,906361,760777,882579,983047,793453,865588,1017600,755729,1123780,1371130,859323,949287,824777,1098580,867131,827951,775936,890860,1246650,1163420,"-"
"TALDO1","P37837","14",7946610,5721970,4911210,4825320,5631650,4797150,4780560,5574990,5384640,5032490,4691160,5618330,5532880,5086790,4606090,4557830,5110070,5354390,4663800,5281460,4144780,4532250,4096380,4939680,5357780,4197500,4452960,6553860,5009070,3804550,5459610,4508510,4602370,6420560,4021630,4234410,5915960,4967190,4770180,3583200,3896580,4495500,4863120,4404730,5068900,3740170,3279120,4091050,3962770,5015260,4253530,4789120,7019980,5804180,3234240,4236720,4515550,3814210,4629920,3831510,3602010,3352690,4530640,3340370,"-"
"TANGO2","Q6ICL3","1",NA,NA,NA,NA,NA,353708,NA,NA,NA,NA,NA,301826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"TAPBP","O15533","2",NA,60456.2,34929.4,NA,NA,43556.7,NA,30731.6,50112.2,71866,31286.1,26509.5,45738.1,68380.6,61442.2,60021,NA,111345,54202.4,NA,30456.1,76069.7,NA,NA,41261,59643.4,33518.4,30800.1,56136.7,41566.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,34273,64467.9,NA,NA,NA,NA,NA,NA,28868.4,NA,38476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37034.1,NA,NA,36317.8,"-"
"TAPT1","Q6NXT6","2",NA,NA,NA,NA,470358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28153,NA,NA,NA,NA,NA,49642.7,NA,NA,NA,NA,NA,41449.4,NA,56243.7,NA,NA,NA,NA,NA,NA,46320.8,NA,65022.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"TARDBP","Q13148","3",1043160,1512750,1200480,1462310,969868,1237390,1256430,1569210,1250400,1591140,1520600,1146970,1221240,1470050,1157360,1269050,1053280,1548860,1236180,944356,1406340,1565250,1278660,1551620,1399870,1760330,1187810,1108810,1259930,1279350,763413,812086,1201120,1383080,NA,1102940,1109640,1166200,1237040,747764,1205050,1003080,NA,NA,1304310,695194,1207170,1213000,NA,1199290,1311160,1500910,1522820,NA,1119470,1379550,1088060,1200860,1094240,869115,1001230,1073820,NA,1098920,"-"
"TARS1","P26639","4",133080,86244.7,137780,107494,91939.5,97392.3,75468,NA,68680.2,89534.3,132029,79460.2,98747.9,87285,99014.1,64354.7,111430,110815,102477,112939,65803.6,171801,121770,121449,92428.9,137473,63262.5,NA,91341.3,107589,NA,NA,97458.2,87932.5,NA,NA,65702.6,NA,121832,87999.5,71154,NA,96959.8,NA,NA,138098,62135.6,125008,NA,183872,166353,NA,103926,76222.6,89767.4,161374,NA,115965,155820,119512,144276,111211,140042,120073,"-"
"TARS3","A2RTX5","5",NA,45136.8,44232,51320,54169.4,74249.8,29541.9,NA,46084.2,65680,57578.7,20552.6,53452.2,58811.1,73291.6,64797.7,34800.2,70601.4,42223.1,74526.3,64195.5,69644.4,54020.9,32741.6,42261.9,65734.2,38859.1,41178.4,44635.3,41064.5,NA,NA,94950.9,NA,NA,NA,NA,NA,28726,30049.2,40924.5,NA,NA,NA,50612.9,NA,NA,62222,NA,42105.6,64858.7,NA,NA,NA,40149.4,44851,NA,36580.3,NA,39233.8,NA,NA,NA,NA,"-"
"TATDN1","Q6P1N9","4",619035,580158,573709,366179,433882,567679,507554,739538,655326,250442,483176,719216,503159,560620,392391,602966,372746,NA,606070,461823,488521,546012,682435,523550,617837,472982,549344,548499,440455,249134,NA,NA,456276,360039,NA,NA,341646,333657,290944,398899,738022,384141,339307,549797,NA,320848,451087,474533,NA,287851,438935,NA,NA,386206,NA,518465,543344,599273,364810,586894,NA,306684,NA,316289,"-"
"TBC1D17","Q9HA65","6",234620,247030,230414,322277,292394,295384,367598,291689,379020,365735,290671,183469,265287,263084,195848,419992,251431,248943,265364,298937,317538,308660,330155,395326,261472,297585,268344,230733,270126,295692,365360,354634,223332,125704,NA,NA,125801,299893,253129,199947,284929,268295,359881,NA,376049,204619,277718,208769,239788,293274,268449,216257,NA,237822,216913,307868,202746,227584,338310,191063,254839,148542,281187,334855,"-"
"TBC1D24","Q9ULP9","2",64406.8,68768.5,56435.8,75428.7,111445,69425.8,74549.5,81980.1,61655.9,69938.4,38196,55145.3,73684.1,57198.3,36999.3,56816.2,67464.1,70431,49365.3,61595,59230.4,66430.3,42023.6,57260.4,NA,31673.1,44754.4,37289.7,52113,36138.6,67572.9,NA,57016.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,28665.7,NA,NA,NA,NA,60687.2,NA,46961.4,NA,NA,NA,NA,NA,NA,61048.3,39334,NA,40919.5,71221.4,51148.8,47640.6,96738.5,"-"
"TBC1D4","O60343","3",130509,195658,144913,242905,NA,259193,246675,188599,191626,246484,183415,138914,191914,185531,174650,NA,196443,282383,206729,246517,214383,210340,200566,176691,265580,189345,175463,200826,162409,183830,218975,317013,177148,NA,NA,NA,NA,NA,157310,206033,NA,NA,151387,NA,227623,NA,167058,197868,217866,148842,NA,NA,NA,NA,NA,238666,NA,176531,NA,157611,185156,138909,NA,178290,"-"
"TBCA","O75347","7",4070920,3395120,2799780,3266890,4412090,2962470,2857140,3589460,2493240,3173940,3349380,4272570,3009620,3194190,3390400,3688680,3298950,3334570,3311300,3055560,3044420,3128230,2928780,3407970,2770230,3672020,2975020,4459930,3147370,3744370,2729980,2812670,3627660,2531890,2400600,3468350,2452610,3784410,2929520,2831800,2387560,3932400,3409560,2057290,3210140,2414060,2666380,3501520,2555060,3527610,2966650,3186520,6294130,4579060,2163060,2615360,2672280,2765700,3515570,2805280,2538180,2983420,3006680,2313760,"-"
"TBCB","Q99426","6",970791,423834,646058,729992,914709,647595,708271,712207,561776,525186,711163,743681,598728,607499,767447,687469,938874,646306,600812,678588,663804,997063,688606,690159,735429,553837,526233,718825,711567,735240,262353,557692,699757,636919,NA,517161,620530,566328,651508,686760,659579,706496,648530,396090,590706,491506,422005,431593,431838,655067,734281,NA,1006250,935282,736276,648965,460252,773420,1027650,716717,681377,884609,577633,865933,"-"
"TBCD","Q9BTW9","3",NA,NA,NA,NA,51024.1,NA,NA,NA,NA,28078.9,NA,NA,NA,NA,31205.5,NA,27444.2,NA,NA,NA,NA,71968.4,NA,NA,NA,31130.7,NA,57535.2,28492.9,50144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56876.4,NA,NA,NA,NA,"-"
"TBCE","Q15813","2",36122,42684.6,27278.7,NA,13689.1,37276,30011.3,66576.5,42493.4,40462,33611.7,27566.6,34961.2,36974.6,42989.7,37242,39322.7,36697.3,NA,31595.2,29728.7,56362.1,32992.4,42929.4,29549.3,38976.1,25441.3,24927.8,40607.7,44597.6,NA,NA,NA,37841.1,NA,NA,NA,NA,NA,38528.6,32430.5,NA,20395.7,NA,33315.3,NA,NA,27279.3,NA,43569.4,54306.2,NA,NA,NA,NA,18041.5,NA,33709.6,NA,41253,46303.1,31902.1,29415.6,NA,"-"
"TBCEL","Q5QJ74","1",NA,27821.6,NA,NA,NA,NA,NA,NA,NA,NA,26170.7,NA,NA,NA,NA,NA,21739.1,27946.2,NA,NA,30790.6,50338.3,NA,NA,NA,37376.6,NA,NA,NA,31201.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14289.1,NA,NA,NA,NA,NA,NA,NA,NA,49390.4,NA,NA,NA,NA,NA,NA,NA,36147.1,NA,NA,NA,NA,31328.1,34163.5,"-"
"TCAP","O15273","7",3171970,2439200,1338040,1764820,918401,2105910,1154070,4627970,2532970,1532970,972818,910942,3394600,1613220,597961,1981620,1784970,2340920,2114690,1041340,2450940,2714630,2242630,1374790,1125240,1227860,2884990,824191,2791380,1842810,1413620,2302660,1121330,7457670,20931000,2854930,5675270,3287090,1849180,2667330,3227240,1839090,3108800,1849480,1755590,4639550,3006590,448558,2172970,745662,8943060,11048700,11961300,4723740,4275290,2250670,1472970,3180570,3584330,1369070,3648130,1783380,1562270,2174910,"-"
"TCEA3","O75764","5",239150,281065,137189,168623,113577,169789,166812,136777,280741,284299,208128,107080,318958,265311,245536,198111,173795,292953,205701,NA,181963,168273,159645,NA,233204,308287,210782,307255,281852,207641,NA,NA,211496,NA,NA,NA,NA,NA,190014,NA,NA,NA,NA,NA,174535,NA,103111,116317,NA,130266,NA,NA,NA,NA,NA,NA,NA,144334,NA,NA,NA,NA,131714,NA,"-"
"TCP1","P17987","20",2645350,2626720,2787000,3034790,3231980,2701540,3116740,2654920,2584270,2665650,2765420,2623780,2479840,2497590,2305610,2945980,2371740,2982350,3031120,3217970,2944700,3781190,3255510,3436840,2697850,2925350,2642780,2231940,2774320,3409120,2414630,2868190,2804210,2633250,2158160,3483090,2181410,2268780,2839500,3474390,3585700,2445570,2699420,2958460,2891880,3480660,2294970,3117610,2905520,3863960,2924550,2516040,4623360,3003300,1830350,3123760,3081860,3979470,4397770,3537630,4087220,3361510,3442820,3109320,"-"
"TECR","Q9NZ01","5",458563,1543630,716608,1283010,1636600,1525540,1327900,2021990,1466680,1428190,927021,218864,1560160,1481410,1152540,1105890,849759,1173950,873930,725411,1495890,1517900,1453200,1158250,1502620,1255670,1071150,1495690,1748720,1522340,1300060,1386700,1414610,1603640,NA,609824,NA,690965,1662360,1538200,1170310,887575,1494630,545416,1588340,1351320,1242240,971038,1393700,1251150,1691890,NA,864345,696188,1352750,1498540,1462580,1067650,792701,1110210,837193,978865,1063240,1427700,"-"
